type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Current_measured_delta,Current_measured_max,Current_measured_mean,Current_measured_min,Current_measured_slope,Current_measured_std,Sense_current_delta,Sense_current_max,Sense_current_mean,Sense_current_min,Sense_current_slope,Sense_current_std,Temperature_measured_delta,Temperature_measured_max,Temperature_measured_mean,Temperature_measured_min,Temperature_measured_slope,Temperature_measured_std,Time_delta,Time_max,Time_mean,Time_min,Time_slope,Time_std,Voltage_measured_delta,Voltage_measured_max,Voltage_measured_mean,Voltage_measured_min,Voltage_measured_slope,Voltage_measured_std,SoH_%,SoC_Progress_%
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,B0005,93,94,00094.csv,1.8199041089501267,,,0.003701706978164526,0.0019472390588109682,-1.9293005284805407,-2.016579511976592,0.000966018233592575,0.4002852377219257,,,,,,,12.489705127459729,38.31473393357882,31.849792632896243,24.00078927251757,0.031716387719529636,3.3803301579998144,3395.219,3395.219,1696.4787851239669,0.0,9.367898725834689,981.6497636433414,-0.9187067222813248,4.199853323702163,3.5617586337260088,2.654880745360911,-0.0019806738359899943,0.22104596048351946,98.02943389447215,77.90434290801697
impedance,[2.008e+03 4.000e+00 2.300e+01 2.000e+00 1.600e+01 8.578e+00],24,B0005,94,95,00095.csv,,0.04786769518725868,0.06782851501053842,,,,,,,(-33.9903564453125+476.18175315856934j),(916.2100830078125-4.36170768737793j),(828.9198048909504-25.384531617164612j),(801.53271484375+450.26226806640625j),,96.8695309041403,,,,,,,,,,,,,,,,,,,,
charge,[2.0080e+03 4.0000e+00 2.3000e+01 2.0000e+00 4.7000e+01 5.5453e+01],24,B0005,95,96,00096.csv,,,,-0.0023214530903656245,1.523723794437228,0.652562076583841,-3.536407100583495,-0.0005416050810445784,0.6579798364371167,,,,,,,-2.057700170232728,28.801172039065204,25.116393283510156,23.62822541246626,-0.0007715326892468646,1.4115746702015017,10651.657,10651.657,5185.819317662337,0.0,2.810885753876494,3125.2761946084042,0.723398188013836,4.208915856299548,4.137730987261442,3.1610721465158074,8.121723200233086e-05,0.11740868773593058,,
impedance,[2008.      4.     23.      5.     46.     32.89],24,B0005,96,97,00097.csv,,0.04694022963323793,0.069661211991841,,,,,,,(-38.197265625+483.47874450683594j),(916.18310546875+121.79692840576172j),(830.3476053873698-25.736209472020466j),(795.6344604492188+449.79425048828125j),,96.80877460897102,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      23.       6.      18.      19.921],24,B0005,97,98,00098.csv,1.8093079637028517,,,0.000751490793118747,0.0018372947715281892,-1.923330987770314,-2.0193879194408373,0.001056162782202998,0.4135159697940358,,,,,,,12.503932708723621,37.861934640176806,31.465690433362017,23.53999092882516,0.03215270712108936,3.416430218751927,3386.0,3386.0,1691.6339806629833,0.0,9.368520363165345,979.0104474041235,-0.8897319469266711,4.199103467081427,3.5597307651083123,2.6749688422803803,-0.0019702131187281802,0.21897224844365457,97.45867078945713,77.21545589162432
impedance,[2008.       4.      23.       7.      16.       7.671],24,B0005,98,99,00099.csv,,0.045613419083722975,0.0690386303340568,,,,,,,(-33.78106689453125+473.54707527160645j),(916.9619750976562-2.6369104385375977j),(828.8361371358235-25.54783095916112j),(802.6698608398438+446.4314880371094j),,96.19146362355009,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      23.       7.      47.      54.718],24,B0005,99,100,00100.csv,,,,-0.0002996373346979,1.5168222482277545,0.6894028487761957,-3.554660481050277,-0.000576461124717634,0.6556763969349887,,,,,,,-1.6663860052634014,28.45707570576707,24.93654575305907,23.58982857337026,-0.0006980702166935906,1.3551233438938937,10032.485,10032.485,4865.730071211703,0.0,2.804875447812244,2934.873161894759,0.7030117074472404,4.209312403034285,4.135482199390235,3.1817353485221376,8.854168552444219e-05,0.11762864986273383,,
impedance,[2008.       4.      23.      10.      36.      13.156],24,B0005,100,101,00101.csv,,0.04702798243208013,0.07112946749607083,,,,,,,(-33.64788818359375+478.0247097015381j),(916.7673950195312-1.3109550476074219j),(831.7322820027669-25.87773819764455j),(800.7919921875+447.7250061035156j),,96.55023605533148,,,,,,,,,,,,,,,,,,,,
discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,B0005,101,102,00102.csv,1.80460990458052,,,-1.1140932511241814e-05,0.0074961910680886356,-1.9284469980320087,-2.015814483813837,0.0009807424528384104,0.40194096557758924,,,,,,,12.658349641149687,37.90665575786083,31.40934895665031,23.566095747572557,0.03214531372074228,3.39766676229326,3368.187,3368.187,1682.8217166666666,0.0,9.371152803648178,973.8750721029181,-0.9044040692085722,4.199998536865001,3.5575937553540915,2.6159705726789904,-0.002013989372443149,0.22364252387843475,97.20560906279802,76.53057982660474
impedance,[2008.       4.      23.      12.       5.      30.437],24,B0005,102,103,00103.csv,,0.04672887233883059,0.06971129972921941,,,,,,,(-34.062255859375+475.835599899292j),(916.66162109375-1.8433380126953125j),(829.3547782897949-25.590768655141193j),(798.3473510742188+449.3738708496094j),,96.86134274402005,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      23.      12.      37.      17.515],24,B0005,103,104,00104.csv,,,,0.003488793148146597,1.518117505061806,0.6521290223116658,-3.559444964364823,-0.0005444698944108874,0.6560886164539794,,,,,,,-1.3306534222975728,28.65264667440442,25.09997200587896,23.93100684906631,-0.000616823864804522,1.3130423944377392,10574.297,10574.297,5147.038997905211,0.0,2.812607514889256,3102.009631861059,0.6943916028175487,4.209847565954341,4.139326441744096,3.188736239230124,8.020069957066143e-05,0.11487619905666822,,
impedance,[2008.       4.      23.      15.      34.      37.843],24,B0005,104,105,00105.csv,,0.047755380262671634,0.07167079612312527,,,,,,,(-27.622802734375+476.2485694885254j),(916.89501953125-1.3560543060302734j),(831.979871114095-25.575583974520363j),(807.8280029296875+447.2733154296875j),,96.13471111521146,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      23.      16.       6.      25.171],24,B0005,105,106,00106.csv,1.7993770651972192,,,6.59015237287142e-05,0.001392374886299951,-1.9231439161693824,-2.019901495893039,0.0010677980424754494,0.4145005123309109,,,,,,,12.502383789134019,38.34003238560517,31.902247475518077,23.9730227457941,0.032480966490382034,3.4319633187951024,3368.266,3368.266,1682.8505666666667,0.0,9.370061328662517,973.7616610580054,-0.882476975648371,4.19967522099872,3.5597237883937995,2.658447162110498,-0.0019937825014182046,0.22067304968852833,96.92374130950105,75.84748211458502
impedance,[2008.       4.      23.      17.       3.      55.484],24,B0005,106,107,00107.csv,,0.04691622519628201,0.06913343554751465,,,,,,,(-33.2730712890625+476.42816734313965j),(917.660888671875-2.2018117904663086j),(829.2950846354166-25.478660960992176j),(801.0626831054688+447.87823486328125j),,96.72204447250859,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      23.      17.      35.      42.828],24,B0005,107,108,00108.csv,,,,-0.0004928608422062659,1.5176979011522238,0.6568967324675313,-3.5612026877917553,-0.0005507433931829836,0.6561070828726375,,,,,,,-1.837422533198005,28.898824039759212,25.238210571113736,23.807911838361818,-0.0007628591588300106,1.406699769192976,10461.735,10461.735,5090.337149735449,0.0,2.8109237642236544,3068.5138403826313,0.6855999501606114,4.208965362941993,4.138977878664847,3.1995494512602285,8.120299394544266e-05,0.11475870965797151,,
impedance,[2008.      4.     23.     20.     31.     10.75],24,B0005,108,109,00109.csv,,0.047022939446838434,0.06976696183555635,,,,,,,(-32.60772705078125+477.68579864501953j),(917.25634765625+0.5403537750244141j),(831.1078987121582-25.955058813095093j),(803.8713989257812+448.1169128417969j),,96.26178812963147,,,,,,,,,,,,,,,,,,,,
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 2.1000e+01 2.0000e+00 5.8296e+01],24,B0005,109,110,00110.csv,1.7884432335370462,,,-0.0009130066715094714,0.0025753372180031702,-1.9170149640438081,-2.016522387288751,0.001159643534753506,0.42729035615010547,,,,,,,12.228170128777311,38.0745950590744,31.649024294808623,23.755161868961988,0.032552273904021704,3.429628733786301,3358.719,3358.719,1677.6330139275765,0.0,9.369194707261535,970.9669651971303,-0.851366218376326,4.1991847248803165,3.559061771422033,2.6979426084271156,-0.001974050302087069,0.2174117074890921,96.33478867036308,75.16636518555948
impedance,[2008.       4.      23.      22.       0.      19.218],24,B0005,110,111,00111.csv,,0.046604793185003,0.06852215228822905,,,,,,,(-32.47711181640625+475.76702880859375j),(917.2472534179688-2.569394111633301j),(828.9179801940918-25.642103572686512j),(802.4819946289062+448.82440185546875j),,96.75866515594058,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      23.      22.      32.       6.671],24,B0005,111,112,00112.csv,,,,0.0028469256397038543,1.5179414843613923,0.6848687577377983,-3.5948737369966377,-0.0005776441305120612,0.653945401567138,,,,,,,-1.825839045143205,28.633513419804633,25.076721129383717,23.586914187260792,-0.0007627300490777084,1.39911068709533,9993.062000000005,9993.062000000005,4845.035082385575,0.0,2.8074311384049024,2922.9414334828316,0.6664763479384188,4.209292498751627,4.1375438860840354,3.2162013536262384,8.66327827362375e-05,0.11471395022123528,,
impedance,[2.0080e+03 4.0000e+00 2.4000e+01 1.0000e+00 1.9000e+01 4.6171e+01],24,B0005,112,113,00113.csv,,0.046245370477528074,0.0719248993978976,,,,,,,(-31.48626708984375+478.95554542541504j),(916.9526977539062+121.24346160888672j),(831.7058296203613-25.706363280614216j),(803.8605346679688+449.3145751953125j),,96.49838238124875,,,,,,,,,,,,,,,,,,,,
discharge,[2.008e+03 4.000e+00 2.400e+01 1.000e+00 5.100e+01 3.389e+01],24,B0005,113,114,00114.csv,1.7829230484252723,,,-0.0021315144229750987,0.0011747056452339859,-1.922048805055383,-2.017112121704317,0.0010853811066181861,0.4161258984825695,,,,,,,12.586940227476969,38.07252758016199,31.48874626238971,23.51454265913581,0.03311180892181652,3.4678195183884166,3339.5,3339.5,1668.2284341736695,0.0,9.368557376374696,965.4919416760991,-0.8621905564301429,4.200012480335,3.557015527748059,2.6617272246516333,-0.0020050273618891948,0.2202112122344345,96.03744299218224,74.48938703210628
impedance,[2.0080e+03 4.0000e+00 2.4000e+01 2.0000e+00 4.8000e+01 3.5687e+01],24,B0005,114,115,00115.csv,,0.04683293993011124,0.06946896899621643,,,,,,,(-31.3695068359375+479.4255142211914j),(916.790771484375+119.36479187011719j),(829.477990468343-25.34033238887787j),(802.75732421875+450.2487487792969j),,96.83386735934214,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      24.       3.      20.      23.359],24,B0005,115,116,00116.csv,,,,0.00021207007110859728,1.5176043900064717,0.6428013189320935,-3.6018235936716247,-0.0005405912722654057,0.6534665447866245,,,,,,,-1.9435980164268187,28.473512860821305,24.785407292651822,23.31379977040365,-0.00080574668866489,1.4300752293726726,10602.281,10602.281,5162.952434396236,0.0,2.815767278485015,3111.138404195975,0.6570126454652772,4.209583847791707,4.142130778874384,3.223928529991111,7.700909323481134e-05,0.11124786528730699,,
impedance,[2008.       4.      24.       6.      18.      12.171],24,B0005,116,117,00117.csv,,0.04618610336751238,0.07193787056034481,,,,,,,(-31.37884521484375+478.9771976470947j),(917.953369140625-0.8292140960693359j),(831.8329429626465-25.51954746246338j),(805.3679809570312+449.43414306640625j),,96.23856270830893,,,,,,,,,,,,,,,,,,,,
discharge,[2.008e+03 4.000e+00 2.400e+01 6.000e+00 5.000e+01 3.100e-02],24,B0005,117,118,00118.csv,1.7730337158018288,,,-0.0029173287133617996,0.0023816748049826563,-1.9162302821549877,-2.018009988339822,0.001178247806446504,0.42893766203569794,,,,,,,12.576804777871182,37.80133585100446,31.329995610092634,23.27146353182613,0.03361193350824872,3.5094402484809746,3331.265,3331.265,1663.9107808988765,0.0,9.37045233090546,962.982237548271,-0.8348648862749992,4.1992373656547874,3.5562481933590964,2.699288287625812,-0.0019858863294444458,0.21711532049783672,95.50475246530081,73.81449843042279
impedance,[2008.       4.      24.       7.      46.      53.906],24,B0005,118,119,00119.csv,,0.04624136663986422,0.06934916902797013,,,,,,,(-35.89459228515625+478.0255928039551j),(917.2022705078125-1.3185997009277344j),(828.8761774698893-25.394014080365498j),(797.4852905273438+447.93890380859375j),,96.73089742831658,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      24.       8.      18.      41.703],24,B0005,119,120,00120.csv,,,,-0.0016279069590619513,1.517170258313206,0.6353957512752219,-3.629064335057617,-0.0005359379099787156,0.6522459194835771,,,,,,,-1.7004900812588524,28.25409621799234,24.684734315899224,23.393305453671598,-0.0007615348860185654,1.3745063973766771,10667.969,10667.969,5196.588436703925,0.0,2.8183937672985437,3131.1038728298136,0.6408247484589715,4.209668023401793,4.143752782064051,3.239300973000498,7.499940928180469e-05,0.1095010867513141,,
impedance,[2008.       4.      24.      11.      17.      36.359],24,B0005,120,121,00121.csv,,0.04773737014313117,0.0703395836124857,,,,,,,(-36.9637451171875+485.1333999633789j),(916.2468872070312+120.8779525756836j),(831.7324536641438-25.58854434887568j),(800.7136840820312+453.00048828125j),,96.91363474915043,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      24.      11.      49.      24.281],24,B0005,121,122,00122.csv,1.773037755078937,,,-3.098644978437532e-05,0.0021374370347549054,-1.9220800182578983,-2.017724236336294,0.0010980260118325547,0.4172895950868297,,,,,,,12.970023192656555,38.39873985476869,31.569551201845574,23.439367870877128,0.03423692362958624,3.562748483599031,3321.188,3321.188,1659.1183577464788,0.0,9.369015942235016,960.1299834706471,-0.8633812874677904,4.1993957811187075,3.5532756526091784,2.6127932408838532,-0.002043557508774089,0.2242097776623701,95.50497004162602,73.14335323082933
impedance,[2008.       4.      24.      12.      46.       8.171],24,B0005,122,123,00123.csv,,0.049427483436388156,0.0695498357572787,,,,,,,(-28.99310302734375+478.9956970214844j),(918.345703125-0.8122005462646484j),(830.5975532531738-25.62037467956543j),(804.5046997070312+449.8747253417969j),,96.69661823433107,,,,,,,,,,,,,,,,,,,,
charge,[2008.      4.     24.     13.     17.     56.25],24,B0005,123,124,00124.csv,,,,0.0015821025921105708,1.5211473138342544,0.644943392264159,-3.6131518500912776,-0.0005456746309865726,0.6527017174819706,,,,,,,-1.3975580292581213,28.7817612001126,25.22288378016189,24.002283686284205,-0.0006699029867877182,1.3356077230139227,10504.781,10504.781,5112.142580364212,0.0,2.816448998359761,3081.813846900533,0.6457394873754367,4.209651256417474,4.142407348200686,3.2364581942530544,7.744208106696543e-05,0.11058160421198596,,
impedance,[2008.       4.      24.      16.      14.       7.906],24,B0005,124,125,00125.csv,,0.04838334154876506,0.06973812701544792,,,,,,,(-33.13360595703125+477.6651954650879j),(916.8489990234375-2.444700241088867j),(831.771915435791-25.856880466143288j),(805.8416137695312+446.46697998046875j),,96.13626695093618,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      24.      16.      45.      56.015],24,B0005,125,126,00126.csv,1.7678721106662054,,,0.003665564440882147,0.00151986195803867,-1.9162417890311958,-2.016792488625222,0.0011854390258235336,0.42954821430451323,,,,,,,12.753067941382966,38.74929237918251,32.111426258867944,24.020578317587123,0.03403868741720987,3.542509758652166,3321.844,3321.844,1659.0365295774648,0.0,9.370003130993162,960.2311979820518,-0.84391907007952,4.1995786980260705,3.556266431640255,2.6637064901468075,-0.0020186428680396143,0.22065598640894563,95.22672175646096,72.47220650225114
impedance,[2008.       4.      24.      17.      42.      40.796],24,B0005,126,127,00127.csv,,0.04747841688797767,0.06488297170955903,,,,,,,(-31.4306640625+477.20687675476074j),(917.6107788085938-2.95297908782959j),(829.7174479166666-25.31004879872004j),(803.55322265625+450.364501953125j),,96.71831537280009,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      24.      18.      14.      28.937],24,B0005,127,128,00128.csv,,,,0.0011578475955604352,1.5195838519202762,0.6592412796626481,-3.6294504437547443,-0.0005608292261559246,0.6527627542954524,,,,,,,-1.710612762869527,29.239711164174615,25.651300573733486,24.271128751208252,-0.0007535752290551386,1.3839164397797397,10246.781,10246.781,4981.234488095238,0.0,2.8138708115594553,3003.4762059042455,0.6404960610612713,4.208972610120855,4.140988175836148,3.24280663963839,8.083417504205646e-05,0.11149608558788283,,
impedance,[2008.       4.      24.      21.       6.      22.828],24,B0005,128,129,00129.csv,,0.048037510039299486,0.07012511424776673,,,,,,,(-31.39068603515625+477.23665046691895j),(917.2382202148438-0.07724761962890625j),(831.8682276407877-25.515807151794434j),(806.1299438476562+446.6985168457031j),,96.0791956769592,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      24.      21.      38.      11.078],24,B0005,129,130,00130.csv,1.7623150704093087,,,-0.0009193718405346732,0.0018244735178706453,-1.9158809823517762,-2.0172551326315866,0.0011911553591498526,0.4301866281036963,,,,,,,12.59147399681249,38.87275464755104,32.271676011112376,24.256086319320033,0.03377538976861627,3.505491291733021,3311.828,3311.828,1654.2645677966102,0.0,9.368254420419865,957.3475969139604,-0.8380567598014119,4.199546957512695,3.5563095420140822,2.6668454289754746,-0.0020267015475016305,0.22086472080479183,94.92739086983165,71.80301512140241
impedance,[2008.       4.      24.      22.      34.      45.921],24,B0005,130,131,00131.csv,,0.047703621105183044,0.06859813037774799,,,,,,,(-32.0484619140625+475.8393783569336j),(917.8268432617188-2.5189151763916016j),(829.4618657430012-25.712174773216248j),(803.0256958007812+446.68817138671875j),,96.32287547484303,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      24.      23.       6.      34.156],24,B0005,131,132,00132.csv,,,,0.005196408919721796,1.5176959368230498,0.6624066950520237,-3.6549536807328544,-0.0005648644345580869,0.651751480642412,,,,,,,-1.9467821639530314,29.20215112477588,25.56869332326285,24.06058870103416,-0.0008272201937713441,1.4310380033754817,10166.218999999997,10166.218999999997,4940.638116748501,0.0,2.81300015549661,2978.176571791774,0.6338710246641299,4.208924563756907,4.141220239838989,3.247480792255816,8.125289720526147e-05,0.11100654132271684,,
impedance,[2.008e+03 4.000e+00 2.500e+01 1.000e+00 5.700e+01 7.593e+00],24,B0005,132,133,00133.csv,,0.048086960073381944,0.0697134641311117,,,,,,,(-27.0830078125+478.9198226928711j),(917.0300903320312-3.9420766830444336j),(831.6674461364746-25.596488813559212j),(806.7973022460938+446.7614440917969j),,96.21305534631023,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      25.      12.       3.      44.093],24,B0005,133,134,00134.csv,1.7676172924938447,,,-0.0002680117066885129,0.0005228307091433465,-1.9114406265753041,-2.0159457514475405,0.001786907511579404,0.43944109419390154,,,,,,,12.718211748296774,38.503541429116005,31.842291659678658,23.99270220171187,0.06733170064926279,3.5341086843673057,3327.391,3327.391,1639.2639497206703,0.0,18.648137254409647,963.6460303185538,-0.8471233473650579,4.194091469340824,3.558950851054106,2.684431051981017,-0.004067704321405836,0.2248771520046519,95.21299593373234,71.13592724307544
charge,[2.0080e+03 4.0000e+00 2.5000e+01 1.7000e+01 2.0000e+00 3.5703e+01],24,B0005,134,135,00135.csv,,,,0.002253558551616329,1.51917586801601,0.6261909523367005,-3.6698120760048636,-0.0005271162737438066,0.6512449786953217,,,,,,,-0.18945935963978044,28.994866075880225,25.077792180591818,23.66068079402558,-0.0005886509407126095,1.4652122619323085,10804.922,10804.922,5272.267005897435,0.0,2.8180494029661767,3173.761967651929,0.6363300844885846,4.209761448406007,4.145471994664563,3.2325525653503906,7.191910546965735e-05,0.10713976679692001,,
discharge,[2008.       4.      25.      20.       3.      55.921],24,B0005,135,136,00136.csv,1.762668359743147,,,-0.0002918035317143113,0.002427106886628309,-1.9158166997544155,-2.021877555086194,0.001192062119829127,0.4299853699579859,,,,,,,12.55141084196254,38.27009094548294,31.759815453754253,23.826487051861594,0.03330967343414669,3.4611972406700215,3312.078,3312.078,1654.5475056497176,0.0,9.370813005463518,957.6090133340288,-0.8295051865794849,4.200715235801255,3.5534418211598053,2.645224362345869,-0.002035863172826877,0.22263448201480376,94.94642085785509,70.46683231836943
impedance,[2008.       4.      25.      21.       0.      31.421],24,B0005,136,137,00137.csv,,0.04815104655957722,0.06772207819825936,,,,,,,(-32.6058349609375+475.18567657470703j),(916.6466674804688-1.7450532913208008j),(829.2228329976399-26.07563962539037j),(799.9108276367188+447.2643737792969j),,96.67338767980402,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      25.      21.      32.      20.468],24,B0005,137,138,00138.csv,,,,-0.0017591411219491952,1.5179081116326563,0.6255590922646385,-3.663267101527155,-0.0005287321638654029,0.6501217805754638,,,,,,,-1.972562524117233,28.689379753778315,24.88199584693937,23.416793639013417,-0.0008285843573791426,1.4579062836255166,10758.985,10758.985,5247.445333848531,0.0,2.8183353135138534,3159.455420873515,0.632617527484836,4.2099926286120235,4.14506668505229,3.2460008786636303,7.288348674830423e-05,0.10824667019151632,,
impedance,[2008.       4.      26.       0.      32.      46.968],24,B0005,138,139,00139.csv,,0.04754728174038817,0.07318009891168203,,,,,,,(-34.66583251953125+476.6536560058594j),(916.567138671875-1.6752004623413086j),(832.9384752909342-25.580327212810516j),(804.1133422851562+447.15966796875j),,96.26103989503527,,,,,,,,,,,,,,,,,,,,
discharge,[2.0080e+03 4.0000e+00 2.6000e+01 1.0000e+00 4.0000e+00 3.5718e+01],24,B0005,139,140,00140.csv,1.7517304870664143,,,0.0004489149397645044,0.0006158711833322257,-1.9151304155635374,-2.0169903181968984,0.0012017875969778213,0.4310379045239763,,,,,,,12.830001526892367,38.11684755251712,31.41911167391793,23.348558306380394,0.03421088791757266,3.5319955005201416,3293.172,3293.172,1644.689880681818,0.0,9.369047888450858,952.0194577280735,-0.8191462616047596,4.1990980807180325,3.5510121537420285,2.6603527244917,-0.0020366892209010092,0.22130511019697496,94.35725054869607,69.79961070968056
impedance,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 0.0000e+00 5.2359e+01],24,B0005,140,141,00141.csv,,0.04759013382319219,0.06914272874669278,,,,,,,(-32.4471435546875+475.8908271789551j),(918.9754028320312-1.9069299697875977j),(829.9710032145182-25.581486642360687j),(801.3887939453125+446.3707580566406j),,96.51433934692385,,,,,,,,,,,,,,,,,,,,
charge,[2.0080e+03 4.0000e+00 2.6000e+01 2.0000e+00 3.2000e+01 4.1093e+01],24,B0005,141,142,00142.csv,,,,-0.0019222860769279862,1.517811940099476,0.6488218351577303,-3.6630644097478386,-0.0005537837994276323,0.6493203856205728,,,,,,,-1.7922031856091003,28.49879598287713,24.755786611089874,23.301627528103573,-0.0008113502296575831,1.444168064078235,10317.515,10317.515,5018.223860446356,0.0,2.8157896369122217,3024.1673575929617,0.6209824864909126,4.20985882694637,4.1439383443857984,3.258925472084767,7.725345357873603e-05,0.10832053630624049,,
impedance,[2008.       4.      26.       5.      25.      46.234],24,B0005,142,143,00143.csv,,0.04764092098948851,0.07165247326552959,,,,,,,(-38.5545654296875+483.26307487487793j),(916.9953002929688-0.007617950439453125j),(832.3754488627116-25.629399180412292j),(799.7772216796875+452.1166076660156j),,96.54029418283184,,,,,,,,,,,,,,,,,,,,
discharge,[2008.      4.     26.      5.     57.     35.14],24,B0005,143,144,00144.csv,1.7418496047960008,,,-0.00027051715875947194,0.0008035192993614022,-1.9148485784393638,-2.016185456554963,0.0012175096730813683,0.43231390245118795,,,,,,,12.83496372857168,38.04152715355532,31.331626572312267,23.236214188565974,0.0344797222169886,3.538620015044167,3275.328,3275.328,1635.3817171428573,0.0,9.370597779107236,946.7668949430748,-0.807531518622028,4.199398534411534,3.551317608213948,2.6926849789916263,-0.002031214675001382,0.21900720749034402,93.82501520146927,69.13652940620717
impedance,[2008.       4.      26.       6.      53.      34.171],24,B0005,144,145,00145.csv,,0.04764024061757782,0.06898277923910441,,,,,,,(-27.7938232421875+476.89343070983887j),(915.9913940429688-0.47003936767578125j),(829.7444979349772-25.64340023199717j),(805.046630859375+449.7994079589844j),,96.94426614510772,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      26.       7.      25.      23.031],24,B0005,145,146,00146.csv,,,,-0.006762271456820434,1.517838583010628,0.6152408363821585,-3.6848694124104724,-0.0005237360684058148,0.6473426093315588,,,,,,,-1.7677077979275175,28.4799079867521,24.655846530387144,23.24672830817118,-0.0008155243684467833,1.4496940361209274,10805.734,10805.734,5274.959341206676,0.0,2.822240532632027,3174.3633938466787,0.6073467611923915,4.209887230778187,4.147603583681183,3.2692690512059093,6.992094423554442e-05,0.10516275160178026,,
impedance,[2008.       4.      26.      10.      26.      36.718],24,B0005,146,147,00147.csv,,0.04842436953177311,0.07249983749010006,,,,,,,(-42.6024169921875+479.8349914550781j),(916.5225219726562-0.30205726623535156j),(832.8408139546711-25.67539890607198j),(796.4730224609375+450.0368347167969j),,96.52152256866708,,,,,,,,,,,,,,,,,,,,
discharge,[2008.       4.      26.      10.      58.      25.843],24,B0005,147,148,00148.csv,1.7360913511847138,,,0.001823270238057772,0.0014889451776809062,-1.9144128654409127,-2.0170647431651068,0.0012243124051235592,0.4327839754033059,,,,,,,12.852472235526896,38.17980302242767,31.35934131425137,23.214801785728056,0.034993965190293325,3.580882360514829,3265.016,3265.016,1630.6119570200576,0.0,9.367332858413203,943.7328448284388,-0.8098011143699129,4.199122915612965,3.549003180550162,2.670544734728978,-0.002052962738684851,0.22112880899864104,93.51484592444021,68.47718830611764
charge,[2008.       4.      28.      17.      20.      47.859],24,B0005,148,149,00149.csv,,,,-0.0003234076420907097,1.5189958805966282,0.6655584759744552,-3.750655264382395,-0.0005778889008977064,0.6512258469358677,,,,,,,-0.16190774993614454,29.03785527005412,25.34567237446073,24.00317674324543,-0.0005881874466894284,1.4222500782577978,9946.391,9946.391,4833.305570153416,0.0,2.8141222431608215,2913.5247985998435,0.5642223317061275,4.208756826791167,4.144169219623314,3.3033140359155366,7.898001769885527e-05,0.10476416449174628,,
discharge,[2008.       4.      29.      12.      15.      56.953],24,B0005,149,150,00150.csv,1.7936240148573608,,,-0.0008885348528751267,0.002493114712392233,-1.9388813849818083,-2.0168134548386294,0.0008252573081068033,0.3772637665356265,,,,,,,12.749704614467603,40.71218198711114,34.31088483888259,26.647373946169793,0.03188138929274798,3.3312911329320847,3328.937,3328.937,1663.7565028089887,0.0,9.367963758891749,962.7263960311236,-0.9504490346016912,4.190409478081396,3.5597648340955175,2.605158060541757,-0.0020592501781299764,0.22690811654164278,96.61385230754256,67.82002687369872
impedance,[2008.       4.      29.      13.      12.      54.375],24,B0005,150,151,00151.csv,,0.04893386185534073,0.06795990180113623,,,,,,,(-26.76324462890625+471.9949779510498j),(918.263671875+0.9120941162109375j),(829.7229715983073-25.503170132637024j),(804.7199096679688+446.7790222167969j),,96.74538352451013,,,,,,,,,,,,,,,,,,,,
charge,[2008.       4.      29.      13.      44.      46.546],24,B0005,151,152,00152.csv,,,,2.323322978610952e-05,1.5168233863953686,0.6848433296419463,-3.4572307856174196,-0.0005766452782939197,0.6587568566978673,,,,,,,-2.265942369352878,31.187717740405038,27.394756753879477,25.84852294268604,-0.0007875006886268895,1.4242211244081062,10063.547,10063.547,4888.23384925865,0.0,2.801753172184288,2946.960133733782,0.7665101198814934,4.209078075122493,4.131849671664145,3.1336137688971912,9.234682915919134e-05,0.12406593494866827,,
impedance,[2008.       4.      29.      16.      33.      38.281],24,B0005,152,153,00153.csv,,0.04943074564871873,0.0701407541984291,,,,,,,(-33.4097900390625+478.70921516418457j),(918.6492919921875+0.9678363800048828j),(832.1556701660156-26.096732258796692j),(802.8982543945312+447.7284240722656j),,96.56883561418375,,,,,,,,,,,,,,,,,,,,
